count,year,count_m,count_f,score_m,score_f,prop_f,diff_mf,diff_fm
24,1313,17,7,23.594628470588233,22.18036642857143,0.2916666666666667,1.414262042016805,-1.414262042
27,1314,23,4,21.331320260869564,21.523507,0.14814814814814814,-0.192186739,0.1921867391304346
64,1315,54,10,19.369598359259257,22.277299,0.15625,-2.907700641,2.9077006407407424
34,1316,32,2,21.33532419,20.4403295,0.058823529411764705,0.8949946874999988,-0.894994687
30,1317,25,5,19.29223532,21.2636218,0.16666666666666666,-1.97138648,1.9713864799999996
38,1318,28,10,20.20060775,21.7568063,0.2631578947368421,-1.55619855,1.5561985500000013
38,1319,33,5,20.30389087878788,19.2376576,0.13157894736842105,1.0662332787878803,-1.066233279
150,1320,131,19,19.543767816793892,21.797328789473685,0.12666666666666668,-2.253560973,2.253560972679793
25,1321,22,3,21.817517136363637,21.311525333333332,0.12,0.5059918030303052,-0.505991803
36,1322,32,4,19.90190616,21.3749615,0.1111111111111111,-1.473055344,1.4730553437500014
24,1323,20,4,19.416283749999998,20.518146,0.16666666666666666,-1.10186225,1.1018622500000035
28,1324,21,7,22.05296738095238,21.090930714285715,0.25,0.9620366666666662,-0.962036667
75,1325,66,9,19.880108181818184,20.56150811111111,0.12,-0.681399929,0.681399929
48,1326,41,7,21.39918751219512,24.550158,0.14583333333333334,-3.150970488,3.150970488
36,1327,33,3,19.195796545454545,17.521083666666666,0.083333333,1.6747128787878793,-1.674712879
36,1328,32,4,21.393883187500002,23.7820645,0.1111111111111111,-2.388181312,2.3881813124999987
27,1329,21,6,20.961137523809526,22.2424765,0.2222222222222222,-1.281338976,1.2813389761904723
152,1330,141,11,20.287962127659576,18.42143772727273,0.072368421,1.8665244003868473,-1.8665244
37,1331,33,4,20.19321224242424,24.40468025,0.10810810810810811,-4.211468008,4.211468007575757
37,1332,30,7,22.54742256666667,22.076352142857143,0.1891891891891892,0.47107042380952535,-0.471070424
35,1333,30,5,19.915858500000002,23.6319006,0.14285714285714285,-3.7160421,3.7160420999999992
36,1334,29,7,21.077616862068968,21.60684757142857,0.19444444444444445,-0.529230709,0.5292307093596023
56,1335,49,7,19.804080795918367,20.78901214285714,0.125,-0.984931347,0.9849313469387724
44,1336,41,3,21.04397787804878,21.738570666666664,0.068181818,-0.694592789,0.6945927886178858
39,1337,38,1,21.088164210526315,17.207956,0.025641026,3.880208210526316,-3.880208211
38,1338,35,3,22.05350662857143,22.805693,0.078947368,-0.752186371,0.7521863714285715
30,1339,25,5,22.367281039999998,24.4589866,0.16666666666666666,-2.09170556,2.091705560000001
139,1340,125,14,19.51574076,21.32208342857143,0.10071942446043165,-1.806342669,1.8063426685714283
37,1341,31,6,20.80297970967742,19.249978,0.16216216216216217,1.553001709677421,-1.55300171
39,1342,33,6,21.09924539393939,20.734922666666666,0.15384615384615385,0.3643227272727252,-0.364322727
33,1343,29,4,20.192025655172415,21.94743325,0.12121212121212122,-1.755407595,1.7554075948275845
33,1344,25,8,19.47788288,22.96666125,0.24242424242424243,-3.48877837,3.488778370000002
65,1345,55,10,19.380927927272726,20.651488800000003,0.15384615384615385,-1.270560873,1.2705608727272768
37,1346,29,8,20.119639482758622,19.65035575,0.21621621621621623,0.46928373275862256,-0.469283733
28,1347,18,10,19.164375888888888,24.2290427,0.35714285714285715,-5.064666811,5.064666811111113
32,1348,27,5,20.147148851851853,20.5438304,0.15625,-0.396681548,0.39668154814814827
28,1349,27,1,18.61072133333333,24.327097,0.035714286,-5.716375667,5.716375666666668
218,1350,199,19,19.378529221105527,21.436100684210526,0.087155963,-2.057571463,2.057571463104999
25,1351,22,3,19.864000181818184,21.951272333333335,0.12,-2.087272152,2.087272151515151
31,1352,26,5,21.04278465384615,18.5236322,0.16129032258064516,2.519152454,-2.519152454
22,1353,17,5,18.975529647058824,23.6780958,0.22727272727272727,-4.702566153,4.702566152941177
41,1354,37,4,19.948508918918918,21.17548875,0.097560976,-1.226979831,1.2269798310810813
80,1355,67,13,19.979423492537315,20.394776769230766,0.1625,-0.415353277,0.4153532766934518
36,1356,27,9,19.753,18.515685,0.25,1.2373149999999988,-1.237315
33,1357,30,3,20.88097733333333,19.480046666666667,0.090909091,1.4009306666666639,-1.400930667
40,1358,30,10,20.7203463,19.917908699999998,0.25,0.8024376000000011,-0.8024376
32,1359,30,2,19.7874061,14.8867515,0.0625,4.9006545999999975,-4.9006546
125,1360,104,21,20.032408461538463,18.96396695238095,0.168,1.0684415091575126,-1.068441509
29,1361,26,3,20.436950846153845,18.743106666666666,0.10344827586206896,1.6938441794871792,-1.693844179
38,1362,32,6,20.819068,19.659492166666666,0.15789473684210525,1.159575833333335,-1.159575833
35,1363,28,7,20.899056714285713,23.137779857142856,0.2,-2.238723143,2.2387231428571432
42,1364,38,4,21.012119657894736,20.692115,0.095238095,0.3200046578947351,-0.320004658
72,1365,66,6,19.01272396969697,23.673385333333332,0.083333333,-4.660661364,4.660661363636361
39,1366,29,10,20.45145472413793,21.4596552,0.2564102564102564,-1.008200476,1.008200475862072
43,1367,34,9,19.598758911764705,20.686115222222224,0.20930232558139536,-1.08735631,1.087356310457519
37,1368,32,5,21.11461341,19.9104076,0.13513513513513514,1.2042058062500018,-1.204205806
40,1369,36,4,21.893065777777778,18.6664665,0.1,3.2265992777777797,-3.226599278
182,1370,165,17,19.61810641818182,20.927718764705883,0.093406593,-1.309612347,1.3096123465240623
37,1371,32,5,20.10569038,21.917191,0.13513513513513514,-1.811500625,1.8115006250000008
34,1372,27,7,20.084722703703704,22.625865714285712,0.20588235294117646,-2.541143011,2.541143010582008
41,1373,33,8,20.455623090909093,24.38082188,0.1951219512195122,-3.925198784,3.925198784090906
39,1374,35,4,20.432791285714284,26.84935275,0.10256410256410256,-6.416561464,6.416561464285717
87,1375,79,8,19.10002130379747,19.40505938,0.091954023,-0.305038071,0.30503807120253157
35,1376,29,6,20.143044793103446,21.610085833333333,0.17142857142857143,-1.46704104,1.467041040229887
39,1377,37,2,21.44895291891892,22.053218,0.051282051,-0.604265081,0.6042650810810812
50,1378,41,9,20.46174475609756,21.04363811111111,0.18,-0.581893355,0.5818933550135519
35,1379,29,6,19.476745344827584,20.140783666666668,0.17142857142857143,-0.664038322,0.6640383218390831
179,1380,164,15,19.622122310975612,19.969585133333332,0.083798883,-0.347462822,0.34746282235771986
38,1381,34,4,19.986942,22.94895275,0.10526315789473684,-2.96201075,2.962010750000001
43,1382,39,4,20.12702176923077,20.7815985,0.093023256,-0.654576731,0.6545767307692323
31,1383,27,4,19.70164637037037,18.5307225,0.12903225806451613,1.1709238703703697,-1.17092387
46,1384,40,6,20.296878075000002,23.073237333333335,0.13043478260869565,-2.776359258,2.7763592583333327
90,1385,84,6,19.540575583333332,19.307797833333336,0.066666667,0.23277774999999679,-0.23277775
50,1386,43,7,20.688436883720932,21.536454,0.14,-0.848017116,0.8480171162790668
24,1387,21,3,19.169250476190477,24.707594666666665,0.125,-5.53834419,5.538344190476188
45,1388,37,8,21.164240297297297,18.76816225,0.17777777777777778,2.396078047297298,-2.396078047
41,1389,39,2,20.561277794871792,23.0677655,0.048780488,-2.506487705,2.506487705128208
176,1390,163,13,19.536625392638037,20.498954153846153,0.073863636,-0.962328761,0.9623287612081164
29,1391,24,5,20.203768874999998,20.0239408,0.1724137931034483,0.17982807499999964,-0.179828075
45,1392,38,7,20.909479763157897,21.042811,0.15555555555555556,-0.133331237,0.13333123684210335
35,1393,28,7,19.21112575,19.939348142857142,0.2,-0.728222393,0.7282223928571412
41,1394,36,5,22.20241675,24.0049728,0.12195121951219512,-1.80255605,1.8025560499999997
81,1395,70,11,19.760330914285714,19.873155909090908,0.13580246913580246,-0.112824995,0.11282499480519448
49,1396,44,5,20.691686295454545,20.4673026,0.10204081632653061,0.22438369545454506,-0.224383695
45,1397,37,8,22.426270783783785,19.7921825,0.17777777777777778,2.634088283783786,-2.634088284
59,1398,53,6,19.667230301886793,19.644144166666667,0.1016949152542373,0.023086135220125925,-0.023086135
29,1399,26,3,20.526615115384615,20.246618333333334,0.10344827586206896,0.2799967820512812,-0.279996782
300,1400,276,24,18.70033602536232,18.82016425,0.08,-0.119828225,0.11982822463768272
32,1401,29,3,21.268200172413792,29.417600000000004,0.09375,-8.149399828,8.149399827586212
33,1402,29,4,19.764962620689655,23.20503425,0.12121212121212122,-3.440071629,3.4400716293103457
41,1403,34,7,21.316947411764705,20.778738,0.17073170731707318,0.5382094117647043,-0.538209412
50,1404,43,7,20.06981269767442,24.678170285714288,0.14,-4.608357588,4.608357588039869
62,1405,55,7,20.140357763636363,20.916812571428572,0.11290322580645161,-0.776454808,0.7764548077922093
58,1406,53,5,20.605899377358494,18.9252758,0.086206897,1.6806235773584923,-1.680623577
35,1407,28,7,21.326126714285714,20.001564142857145,0.2,1.3245625714285687,-1.324562571
43,1408,36,7,19.691638833333332,18.774570285714283,0.16279069767441862,0.9170685476190492,-0.917068548
45,1409,40,5,20.2838125,23.2646138,0.1111111111111111,-2.9808013,2.9808012999999995
165,1410,153,12,18.84725447712418,21.107502999999998,0.072727273,-2.260248523,2.2602485228758162
40,1411,33,7,19.563933757575757,19.421204142857142,0.175,0.14272961471861478,-0.142729615
54,1412,48,6,20.31467075,16.619606833333332,0.1111111111111111,3.695063916666669,-3.695063917
44,1413,40,4,20.33413188,19.74516775,0.090909091,0.5889641250000004,-0.588964125
39,1414,36,3,20.478209666666668,19.223687,0.076923077,1.2545226666666665,-1.254522667
106,1415,95,11,20.561407705263157,20.55930818181818,0.10377358490566038,0.002099523,-0.002099523
51,1416,45,6,20.292191755555557,20.038807833333333,0.11764705882352941,0.2533839222222234,-0.253383922
62,1417,58,4,20.328790310344825,18.592143,0.064516129,1.736647310344825,-1.73664731
59,1418,51,8,19.99566294117647,22.873386625000002,0.13559322033898305,-2.877723684,2.8777236838235325
46,1419,39,7,18.68561776923077,18.02475014285714,0.15217391304347827,0.660867626,-0.660867626
227,1420,210,17,19.67669092380952,19.577144705882354,0.074889868,0.099546218,-0.099546218
43,1421,40,3,20.905146199999997,19.653486333333333,0.069767442,1.2516598666666638,-1.251659867
47,1422,40,7,19.823796350000002,22.813857428571428,0.14893617021276595,-2.990061079,2.9900610785714257
54,1423,50,4,20.862409779999997,18.82577775,0.074074074,2.0366320299999963,-2.03663203
47,1424,39,8,20.113291461538463,23.245343124999998,0.1702127659574468,-3.132051663,3.132051663461535
131,1425,116,15,19.632406181034483,20.43414146666667,0.11450381679389313,-0.801735286,0.8017352856321871
58,1426,48,10,19.36115008333333,21.657009199999997,0.1724137931034483,-2.295859117,2.2958591166666658
59,1427,53,6,20.23881637735849,21.222424166666666,0.1016949152542373,-0.983607789,0.9836077893081772
77,1428,62,15,20.284865096774194,21.783351333333332,0.19480519480519481,-1.498486237,1.4984862365591383
40,1429,38,2,20.389069894736842,20.731868,0.05,-0.342798105,0.34279810526315657
261,1430,240,21,19.09084604166667,20.408852285714286,0.08045977,-1.318006244,1.3180062440476163
44,1431,39,5,21.974998974358975,20.0194334,0.11363636363636363,1.9555655743589746,-1.955565574
49,1432,37,12,20.926747594594595,19.760353833333333,0.24489795918367346,1.1663937612612614,-1.166393761
66,1433,59,7,21.324887220338983,20.052860857142857,0.10606060606060606,1.272026363196126,-1.272026363
57,1434,50,7,19.8587712,23.010910857142857,0.12280701754385964,-3.152139657,3.1521396571428575
135,1435,121,14,20.27489788429752,20.704808571428572,0.1037037037037037,-0.429910687,0.42991068713105207
61,1436,54,7,20.261126185185184,19.951749714285715,0.11475409836065574,0.30937647089946907,-0.309376471
51,1437,42,9,19.120891785714285,23.755408444444445,0.17647058823529413,-4.634516659,4.634516659
54,1438,48,6,20.340374208333333,19.980850333333333,0.1111111111111111,0.3595238750000007,-0.359523875
49,1439,41,8,20.091211658536587,21.11481338,0.16326530612244897,-1.023601716,1.0236017164634141
257,1440,232,25,19.338925482758622,18.897293360000003,0.097276265,0.4416321227586195,-0.441632123
46,1441,41,5,21.828892975609755,20.1586814,0.10869565217391304,1.6702115756097555,-1.670211576
71,1442,63,8,19.77575780952381,22.58507763,0.11267605633802817,-2.809319815,2.809319815
62,1443,55,7,21.2122,21.939886857142856,0.11290322580645161,-0.727686857,0.7276868571428565
61,1444,49,12,20.22173085714286,19.759816833333335,0.19672131147540983,0.4619140238095234,-0.461914024
140,1445,126,14,19.856919006349205,19.951478357142857,0.1,-0.094559351,0.094559351
59,1446,52,7,20.461314980769227,22.81532842857143,0.11864406779661017,-2.354013448,2.3540134478022026
65,1447,59,6,20.80762393220339,21.168561999999998,0.092307692,-0.360938068,0.36093806779660653
63,1448,57,6,19.937424649122807,18.93003333333333,0.095238095,1.0073913157894765,-1.007391316
47,1449,34,13,20.268496588235294,21.587632,0.2765957446808511,-1.319135412,1.3191354117647052
392,1450,374,18,19.12729923262032,18.924256666666665,0.045918367,0.20304256595365544,-0.203042566
67,1451,57,10,20.638465192982455,21.9543878,0.14925373134328357,-1.315922607,1.3159226070175443
72,1452,62,10,20.2986425,19.0749902,0.1388888888888889,1.2236523000000012,-1.2236523
63,1453,54,9,20.39542635185185,23.231775333333335,0.14285714285714285,-2.836348981,2.8363489814814855
75,1454,68,7,20.240684176470587,21.58835942857143,0.093333333,-1.347675252,1.3476752521008422
141,1455,131,10,19.98739337,22.4832863,0.070921986,-2.495892926,2.495892925954198
65,1456,56,9,19.834663271428575,22.76950011111111,0.13846153846153847,-2.93483684,2.9348368396825357
51,1457,44,7,21.13070734090909,25.13482828571429,0.13725490196078433,-4.004120945,4.004120944805198
63,1458,59,4,20.088993508474577,23.751517749999998,0.063492063,-3.662524242,3.6625242415254213
68,1459,66,2,21.956690742424243,16.0554185,0.029411764705882353,5.901272242424245,-5.901272242
354,1460,337,17,19.484367172106825,18.716378176470588,0.048022599,0.7679889956362373,-0.767988996
61,1461,54,7,19.287276796296297,22.609236714285714,0.11475409836065574,-3.321959918,3.3219599179894175
72,1462,66,6,20.424815045454544,20.9296745,0.083333333,-0.504859455,0.504859455
75,1463,63,12,19.675707904761904,19.751333416666668,0.16,-0.075625512,0.075625512
76,1464,65,11,19.51757916923077,21.830766636363634,0.14473684210526316,-2.313187467,2.313187467132863
172,1465,162,10,19.787948462962966,20.7862947,0.058139535,-0.998346237,0.9983462370370333
77,1466,70,7,20.97565982857143,19.680626999999998,0.090909091,1.2950328285714328,-1.295032829
76,1467,66,10,20.67224831818182,20.3974153,0.13157894736842105,0.2748330181818197,-0.274833018
93,1468,84,9,20.06388817857143,19.609783333333336,0.096774194,0.454104845,-0.454104845
76,1469,70,6,21.04041192857143,22.1281315,0.078947368,-1.087719571,1.0877195714285683
346,1470,327,19,19.496112330275228,19.641293736842105,0.054913295,-0.145181407,0.14518140656687706
65,1471,59,6,19.243951915254236,20.1362645,0.092307692,-0.892312585,0.8923125847457634
75,1472,63,12,20.495600714285715,21.517833083333333,0.16,-1.022232369,1.022232369047618
83,1473,71,12,21.215130788732395,20.585965583333333,0.14457831325301204,0.6291652053990617,-0.629165205
77,1474,66,11,20.91994859090909,24.12094463636364,0.14285714285714285,-3.200996045,3.2009960454545485
195,1475,178,17,20.470675404494383,20.357112588235296,0.087179487,0.11356281625908693,-0.113562816
82,1476,72,10,20.696245819444446,23.1700841,0.12195121951219512,-2.473838281,2.4738382805555545
76,1477,72,4,20.38601759722222,24.48367025,0.052631579,-4.097652653,4.097652652777779
113,1478,100,13,21.67677151,20.367745,0.11504424778761062,1.309026509999999,-1.30902651
82,1479,73,9,20.121979589041096,23.89632411111111,0.10975609756097561,-3.774344522,3.774344522070013
441,1480,413,27,19.20428830992736,20.279377592592592,0.061224489795918366,-1.075089283,1.0750892826652318
79,1481,72,7,19.188190527777778,19.86547142857143,0.088607595,-0.677280901,0.6772809007936509
94,1482,86,8,20.181981093023257,20.42861375,0.085106383,-0.246632657,0.2466326569767432
100,1483,97,3,20.317248237113404,24.351135666666664,0.03,-4.03388743,4.0338874295532605
96,1484,93,3,21.468217666666668,23.043853666666667,0.03125,-1.575636,1.5756359999999994
213,1485,199,14,19.709580075376884,21.915455428571427,0.0657277,-2.205875353,2.2058753531945428
98,1486,96,2,20.529294072916667,19.067543,0.020408163,1.461751072916666,-1.461751073
125,1487,111,14,20.128451450450452,20.3935055,0.112,-0.26505405,0.2650540495495477
125,1488,115,10,20.858987217391306,21.012558000000002,0.08,-0.153570783,0.15357078260869628
114,1489,108,6,20.67645123148148,21.008847499999998,0.052631579,-0.332396269,0.33239626851851867
437,1490,402,35,19.273492179104476,19.39305537142857,0.080091533,-0.119563192,0.11956319232409385
97,1491,88,9,20.593058454545453,21.12875522222222,0.092783505,-0.535696768,0.5356967676767681
142,1492,131,11,20.36535326717557,23.09296890909091,0.077464789,-2.727615642,2.727615641915339
112,1493,105,7,21.09151832380952,22.398511428571428,0.0625,-1.306993105,1.3069931047619079
124,1494,114,10,20.67879397368421,22.4655595,0.080645161,-1.786765526,1.786765526
242,1495,229,13,19.283822724890832,20.10383123076923,0.053719008,-0.820008506,0.8200085058783984
111,1496,102,9,19.594909519607842,23.875979222222224,0.081081081,-4.281069703,4.281069702614381
124,1497,112,12,20.238755553571426,20.833166416666668,0.096774194,-0.594410863,0.5944108630952414
134,1498,120,14,19.84733345833333,23.02780907142857,0.1044776119402985,-3.180475613,3.180475613
152,1499,142,10,20.12455783802817,23.7442292,0.065789474,-3.619671362,3.619671361971829
678,1500,638,40,18.80771461755486,18.78535303,0.058997050147492625,0.022361592554862142,-0.022361593
118,1501,111,7,20.203810936936936,26.212034857142857,0.059322033898305086,-6.00822392,6.008223920205921
143,1502,129,14,20.50562476744186,21.3473435,0.097902098,-0.841718733,0.8417187325581423
145,1503,127,18,20.40309053543307,20.593361944444446,0.12413793103448276,-0.190271409,0.19027140901137685
143,1504,127,16,20.152696488188976,20.95638413,0.11188811188811189,-0.803687637,0.8036876368110235
205,1505,190,15,19.81935977894737,21.272184133333333,0.073170732,-1.452824354,1.4528243543859638
109,1506,100,9,20.15541638,20.286547,0.082568807,-0.13113062,0.13113062000000042
141,1507,131,10,19.754217992366414,23.2008038,0.070921986,-3.446585808,3.4465858076335856
164,1508,147,17,19.489358442176872,20.653753529411766,0.10365853658536585,-1.164395087,1.1643950872348938
134,1509,126,8,20.43454515079365,21.4769005,0.059701493,-1.042355349,1.0423553492063498
427,1510,399,28,19.21992891729323,20.210081071428572,0.06557377,-0.990152154,0.9901521541353411
127,1511,119,8,19.99401874789916,20.89486738,0.062992126,-0.900848627,0.9008486271008422
160,1512,153,7,19.969601477124183,23.06162157142857,0.04375,-3.092020094,3.092020094304388
149,1513,136,13,19.340149441176468,19.97744984615385,0.087248322,-0.637300405,0.6373004049773812
145,1514,139,6,19.99137360431655,18.203462666666667,0.041379310344827586,1.7879109376498832,-1.787910938
232,1515,210,22,19.329172757142857,22.62344077272727,0.094827586,-3.294268016,3.2942680155844144
159,1516,141,18,19.683706673758866,20.34080377777778,0.11320754716981132,-0.657097104,0.6570971040189129
157,1517,149,8,19.19240254362416,19.98678338,0.050955414012738856,-0.794380831,0.7943808313758431
141,1518,130,11,19.3226951,20.99128809090909,0.078014184,-1.668592991,1.6685929909090902
171,1519,155,16,19.462500548387098,22.24493263,0.093567251,-2.782432077,2.7824320766129027
446,1520,419,27,18.750233389021478,20.01723051851852,0.060538117,-1.266997129,1.2669971294970424
157,1521,147,10,19.310818687074832,20.7291557,0.063694268,-1.418337013,1.4183370129251678
164,1522,144,20,19.71764163888889,22.53905,0.12195121951219512,-2.821408361,2.8214083611111107
142,1523,128,14,19.19031561,22.855815714285715,0.098591549,-3.665500105,3.6655001049107163
157,1524,145,12,19.331984517241377,21.044959583333334,0.076433121,-1.712975066,1.712975066091957
295,1525,281,14,18.987083135231316,19.51722542857143,0.047457627,-0.530142293,0.5301422933401128
174,1526,158,16,19.30696111392405,21.88741369,0.091954023,-2.580452574,2.5804525735759505
178,1527,163,15,19.99041483435583,22.586312466666666,0.084269663,-2.595897632,2.5958976323108374
178,1528,165,13,19.747276575757574,23.234532615384616,0.073033708,-3.48725604,3.4872560396270416
171,1529,163,8,19.64181689570552,20.70359375,0.046783626,-1.061776854,1.0617768542944788
522,1530,496,26,18.75769410282258,19.3931075,0.049808429,-0.635413397,0.6354133971774196
181,1531,171,10,19.038546538011694,19.7991502,0.055248618784530384,-0.760603662,0.7606036619883056
193,1532,180,13,19.92682,21.34882669230769,0.067357513,-1.422006692,1.422006692
191,1533,174,17,20.02441888505747,21.48273582352941,0.089005236,-1.458316938,1.4583169384719383
170,1534,159,11,19.899092773584904,20.587370363636364,0.064705882,-0.68827759,0.6882775900514595
266,1535,250,16,19.139221711999998,22.12716456,0.060150376,-2.987942851,2.9879428505000014
203,1536,189,14,19.9692335,19.774025357142857,0.068965517,0.19520814550264376,-0.195208146
175,1537,168,7,19.56528182738095,21.810690857142855,0.04,-2.24540903,2.2454090297619054
192,1538,172,20,19.559155744186047,19.39261555,0.10416666666666667,0.16654019418604804,-0.166540194
170,1539,152,18,19.533684815789474,20.174599277777777,0.10588235294117647,-0.640914462,0.6409144619883023
523,1540,484,39,18.763754650826446,20.396760564102564,0.07456979,-1.633005913,1.6330059132761185
172,1541,156,16,18.98026312179487,19.18504819,0.093023256,-0.204785066,0.20478506570513133
213,1542,194,19,19.52547512,22.101295421052633,0.089201878,-2.575820302,2.5758203024959343
169,1543,158,11,19.783551911392404,21.386268272727275,0.065088757,-1.602716361,1.6027163613348705
195,1544,179,16,19.39143866480447,21.20194863,0.082051282,-1.81050996,1.8105099601955317
268,1545,247,20,19.295481157894738,21.06787495,0.074626866,-1.772393792,1.7723937921052624
173,1546,164,9,19.743524085365852,23.405444777777777,0.052023121,-3.661920692,3.6619206924119254
197,1547,176,21,19.586323670454547,21.036809095238095,0.1065989847715736,-1.450485425,1.4504854247835475
221,1548,204,17,19.12365373529412,21.48986711764706,0.076923077,-2.366213382,2.3662133823529388
184,1549,167,17,19.385935323353294,21.90546088235294,0.092391304,-2.519525559,2.5195255589996464
647,1550,611,36,18.532507833060556,19.242689861111113,0.055641422,-0.710182028,0.7101820280505571
179,1551,171,8,18.91444965497076,20.111088125000002,0.044692737,-1.19663847,1.1966384700292423
213,1552,189,24,19.814922264550265,21.002503833333332,0.11267605633802817,-1.187581569,1.1875815687830666
211,1553,198,13,19.047275136363638,22.401676076923078,0.061611374407582936,-3.354400941,3.354400941
220,1554,207,13,18.95435674879227,21.11914846153846,0.059090909,-2.164791713,2.164791713
265,1555,249,16,19.103238248995982,20.76943556,0.060377358,-1.666197314,1.6661973135040178
183,1556,165,18,19.580621581818182,21.733411333333336,0.098360656,-2.152789752,2.1527897515151544
145,1557,139,6,19.27187666906475,23.53447033333333,0.041379310344827586,-4.262593664,4.262593664268582
219,1558,208,11,19.264569591346152,19.16465990909091,0.050228311,0.099909682,-0.099909682
199,1559,186,13,18.78779502473118,19.906733538461538,0.065326633,-1.118938514,1.118938513730356
546,1560,518,28,18.875479000000002,19.41846835714286,0.051282051,-0.542989357,0.5429893571428579
233,1561,219,14,19.45984788584475,19.911430142857142,0.060085836909871244,-0.451582257,0.45158225701239374
220,1562,206,14,19.40064600485437,19.96852278571429,0.063636364,-0.567876781,0.567876781
244,1563,224,20,19.252615638839284,20.936847,0.081967213,-1.684231361,1.684231361160716
229,1564,220,9,19.476253504545454,20.35535711111111,0.039301310043668124,-0.879103607,0.879103607
303,1565,279,24,18.786579379928316,20.605854166666667,0.079207921,-1.819274787,1.819274786738351
239,1566,226,13,19.088964225663716,22.59487976923077,0.054393305,-3.505915544,3.5059155435670526
225,1567,206,19,19.416843771844658,21.810095421052633,0.084444444,-2.393251649,2.3932516492079756
249,1568,228,21,19.212815074561405,20.039216047619046,0.084337349,-0.826400973,0.8264009730576412
200,1569,188,12,19.110000909574467,21.102909583333332,0.06,-1.992908674,1.9929086737588655
525,1570,492,33,18.343378847560974,18.493839454545455,0.062857143,-0.150460607,0.15046060698448116
224,1571,212,12,19.59072583490566,19.5953975,0.053571429,-0.004671665,0.004671665
247,1572,234,13,19.004555213675214,21.39278976923077,0.052631579,-2.388234556,2.388234555555556
225,1573,206,19,19.199299762135922,21.43267136842105,0.084444444,-2.233371606,2.2333716062851288
225,1574,204,21,18.965573044117647,20.66755,0.093333333,-1.701976956,1.7019769558823512
387,1575,367,20,18.540839866485015,21.3867787,0.051679587,-2.845938834,2.8459388335149853
254,1576,237,17,18.537761556962025,20.522743176470588,0.066929134,-1.98498162,1.984981619508563
241,1577,228,13,19.194258197368423,20.542656076923077,0.053941909,-1.34839788,1.3483978795546534
247,1578,229,18,19.17615891703057,19.761647111111113,0.072874494,-0.585488194,0.5854881940805434
238,1579,223,15,19.133020896860987,19.959330733333335,0.06302521,-0.826309836,0.8263098364723476
547,1580,519,28,18.547608421965318,19.207366571428572,0.051188299817184646,-0.659758149,0.6597581494632543
236,1581,218,18,18.889179573394497,19.592963944444442,0.076271186,-0.703784371,0.7037843710499452
279,1582,263,16,18.808192463878328,18.89587569,0.05734767,-0.087683224,0.087683224
275,1583,265,10,19.187326407547168,20.8881467,0.036363636,-1.700820292,1.700820292452832
307,1584,276,31,19.055246507246377,20.042724741935483,0.10097719869706841,-0.987478235,0.9874782346891067
390,1585,366,24,19.142355592896173,20.522105208333333,0.061538462,-1.379749615,1.3797496154371593
288,1586,277,11,19.022098837545126,18.10400690909091,0.038194444,0.918091928,-0.918091928
276,1587,257,19,18.851996614785993,21.09101294736842,0.06884058,-2.239016333,2.239016332582427
321,1588,304,17,18.540425250000002,20.91173294117647,0.052959502,-2.371307691,2.371307691176469
277,1589,261,16,18.721923513409962,19.060617,0.057761733,-0.338693487,0.3386934865900386
592,1590,553,39,18.292362609403256,20.01457256410256,0.065878378,-1.722209955,1.7222099546993057
268,1591,243,25,18.70758694238683,20.3523434,0.093283582,-1.644756458,1.6447564576131697
302,1592,289,13,19.038519916955018,20.646208230769233,0.043046358,-1.607688314,1.607688313814215
279,1593,264,15,18.992663242424243,21.12938773333333,0.053763440860215055,-2.136724491,2.1367244909090886
301,1594,282,19,18.442065468085108,19.866335894736842,0.063122924,-1.424270427,1.4242704266517343
335,1595,317,18,18.992017476340695,18.902058944444445,0.053731343,0.089958532,-0.089958532
288,1596,274,14,19.082408613138686,21.308577928571427,0.048611111,-2.226169315,2.2261693154327418
280,1597,267,13,18.808383700374534,18.45987746153846,0.046428571,0.3485062388360731,-0.348506239
301,1598,283,18,18.82988574,21.166385388888887,0.059800664451827246,-2.33649965,2.3364996503729856
291,1599,270,21,19.057424911111113,20.204569285714285,0.072164948,-1.147144375,1.1471443746031724
743,1600,689,54,18.29742898984035,18.960090944444445,0.072678331,-0.662661955,0.662661955
302,1601,284,18,18.600373521126762,20.21081716666667,0.059602649006622516,-1.610443646,1.610443645539906
332,1602,301,31,18.706975986710965,21.068478709677418,0.093373494,-2.361502723,2.3615027229664527
310,1603,291,18,18.66580818556701,19.280463444444443,0.058064516,-0.614655259,0.6146552588774341
299,1604,286,13,18.534628055944054,21.021838076923075,0.043478260869565216,-2.487210021,2.4872100209790204
406,1605,386,20,18.854687269430052,19.4512137,0.049261084,-0.596526431,0.5965264305699485
329,1606,304,25,18.84858086019737,20.46034756,0.075987842,-1.6117667,1.6117666998026294
335,1607,311,24,18.776195324758845,20.792193208333334,0.071641791,-2.015997884,2.0159978835744887
294,1608,278,16,18.818884553956835,20.06821363,0.054421769,-1.249329071,1.2493290710431637
290,1609,270,20,19.015341874074075,21.17461315,0.068965517,-2.159271276,2.1592712759259243
601,1610,559,42,18.18145413237925,18.863262928571427,0.069883527,-0.681808796,0.6818087961921755
312,1611,290,22,18.82983119310345,19.45675281818182,0.070512821,-0.626921625,0.6269216250783707
321,1612,307,14,19.037164140065148,20.20867064285714,0.043613707,-1.171506503,1.171506502791992
